build_id,timestamp,pipeline_id,commit_id,project_type,project_type_name,repo_size_mb,is_monorepo,branch,branch_type,build_type,environment,files_changed,lines_added,lines_deleted,source_files_pct,deps_file_changed,dependency_count,test_files_changed,has_build_stage,has_unit_tests,has_integration_tests,has_e2e_tests,has_deploy_stage,has_docker_build,uses_emulator,parallel_stages,stages_count,has_artifact_publish,is_first_build,cache_available,is_clean_build,time_of_day_hour,memory_gb,cpu_avg_pct,build_time_min,status
build-0237,2024-01-05T06:05:00,pipe-04e66,191efab99e4bd698abe6f02071e89a344cc94e42,5,ios,116.8,0,feature/db,0,0,1,1,100,12,0.93,0,56,0,1,1,0,1,0,0,0,1,3,0,0,1,0,6,9.78,94.1,81.9,success
build-0238,2024-01-05T14:41:00,pipe-63b72,1c43295acce15099f9b9a13ee3e872dcca27cd3b,5,ios,2360.5,0,master,2,1,0,13,1012,281,0.67,0,63,2,1,1,0,1,1,0,1,2,4,0,0,1,1,14,13.56,100.0,131.9,running
build-0239,2024-01-05T04:49:00,pipe-30e05,121ce0c97300f5331b4205d83670ef2b624dcaae,0,python,268.4,0,master,2,1,0,36,83,38,0.73,0,47,10,1,1,1,1,1,0,0,1,5,1,0,1,0,4,4.16,78.7,21.5,failed
build-0240,2024-01-05T07:39:00,pipe-51d30,58e1c65adeebd51cc706962afb177ff8d5cc2a43,4,android,4230.3,1,release/v4.2.5,4,1,2,2,15,5,0.77,0,76,0,1,1,0,1,1,0,0,2,4,1,0,0,0,7,15.73,97.8,197.3,success
build-0241,2024-01-05T11:31:00,pipe-3bc1c,52dcf40dcdaf9f14b152815309631ab209c508a0,3,react-native,2101.9,0,feature/search,0,0,0,69,400,53,0.85,1,190,12,1,1,1,1,1,1,0,1,5,1,0,1,0,11,15.22,88.5,66.7,running
build-0242,2024-01-05T23:57:00,pipe-75377,9e3f4a230f459434500e7d121b75d25c4164739a,3,react-native,683.9,0,main,2,1,0,4,56,16,0.77,0,221,1,1,1,1,1,1,0,0,2,5,0,0,1,0,23,11.9,100.0,97.1,running
build-0243,2024-01-05T14:44:00,pipe-8be72,43955e53060e7c657b136e2fe87b128627cfa8b0,1,java,1264.3,0,develop,1,1,0,30,278,126,0.83,0,76,12,1,1,1,0,0,0,0,1,3,1,0,0,0,14,6.61,81.4,71.4,success
build-0244,2024-01-05T09:49:00,pipe-3652d,e22ef84494814b5b138b15aba280a9db6bd5184c,0,python,86.6,0,feature/api,0,0,1,3,70,16,0.55,0,51,0,1,1,0,0,1,0,0,1,3,0,0,1,0,9,2.99,53.5,11.5,failed
build-0245,2024-01-05T11:31:00,pipe-8af9c,5f6856fffaab50192a7b5c06e9d3bc8acdeb1448,5,ios,2633.7,0,feature/api,0,0,0,5,10,3,0.58,1,49,1,1,1,1,0,0,0,0,1,3,0,0,1,0,11,11.83,81.2,63.8,success
build-0246,2024-01-05T10:58:00,pipe-2dbed,1fd6f9779bbec0cb23c43942fdb2c2c8d351638a,2,nodejs,274.3,0,develop,1,0,0,27,374,131,0.61,0,152,0,1,0,0,0,0,1,0,1,1,0,0,1,0,10,4.36,49.1,9.3,success
build-0247,2024-01-05T13:22:00,pipe-fb483,a80a3fdee94ddad88a325675bd3531934811a8fd,4,android,1872.7,1,feature/mobile,0,0,0,20,1858,612,0.94,0,117,8,1,1,1,0,0,1,1,1,3,0,0,1,1,13,33.56,96.3,392.5,skipped
build-0248,2024-01-05T08:16:00,pipe-31f49,d44bf47b516433d0dfcc1a5fa46eaf01c52f03eb,1,java,920.1,0,hotfix/fix,3,0,0,25,268,82,0.74,0,80,6,1,1,0,0,0,0,0,2,2,0,0,0,0,8,4.02,69.1,47.2,success
build-0249,2024-01-05T14:33:00,pipe-bc9f2,da6715086926ffd61b4b0959258a82b379af7cb5,4,android,4936.1,1,master,2,1,1,5,77,29,0.92,0,120,1,1,1,1,1,1,0,1,1,5,1,0,1,0,14,17.8,100.0,289.4,success
build-0250,2024-01-05T13:45:00,pipe-1f17c,3b9ba089be510c2b1674f5ae608571527849a10b,2,nodejs,125.8,0,feature/test,0,0,0,28,455,170,0.93,0,142,5,1,1,1,0,1,1,0,2,4,0,0,1,0,13,3.52,59.5,16.4,success
build-0251,2024-01-06T13:02:00,pipe-4ea70,0d726abdfb5210644c5ccfff847cd5c79defb4fb,3,react-native,1420.8,1,develop,1,0,0,48,631,137,0.51,1,234,13,1,1,0,0,1,0,1,1,3,0,1,0,0,13,21.57,81.1,256.7,skipped
build-0252,2024-01-06T12:01:00,pipe-76305,dd2d5a98adf0bda0dcb3ec6f37a38cf66e09cab3,1,java,708.8,0,feature/cache,0,0,0,25,486,223,0.65,1,88,7,1,1,0,1,1,0,0,2,4,1,0,1,0,12,3.83,52.7,12.9,skipped
build-0253,2024-01-06T01:11:00,pipe-e0c7a,21f57c369dabc9b64ac18448ab24d725c6c38d55,1,java,1144.0,1,master,2,1,0,35,378,183,0.62,0,95,14,1,1,1,0,1,0,0,3,4,1,0,1,1,1,10.11,79.1,128.5,running
build-0254,2024-01-06T09:48:00,pipe-cdcbf,e32bb3758d777b48fb6499ea45d558e4d082da11,0,python,136.0,0,develop,1,0,0,1,43,11,0.64,0,44,0,1,1,1,0,1,1,0,2,4,0,1,0,0,9,4.95,74.8,53.2,failed
build-0255,2024-01-06T11:53:00,pipe-15232,9132ee132ebd6bf229e4f3a94621a82ef52194a8,3,react-native,1448.0,0,hotfix/urgent,3,1,1,11,1312,393,0.85,1,204,2,1,1,0,1,0,0,0,1,3,1,0,1,0,11,11.33,100.0,131.7,skipped
build-0256,2024-01-06T11:48:00,pipe-21132,8356b46b3016ef539d6cf17000eeed43efa97016,0,python,467.4,0,feature/api,0,1,2,8,148,57,0.95,0,41,2,1,1,0,0,0,0,0,1,2,1,0,1,0,11,2.6,65.0,20.0,skipped
build-0257,2024-01-06T10:51:00,pipe-af09d,fbb926fee9c0938a6201c51633c9cf0166fc0667,2,nodejs,279.9,0,master,2,1,1,45,725,214,0.68,1,183,15,1,1,1,0,1,0,0,2,4,1,1,0,1,10,4.84,90.1,180.7,skipped
build-0258,2024-01-06T06:12:00,pipe-9e006,2d61486499c268b58d2a3c8369633994adec7d8b,2,nodejs,162.5,1,feature/perf,0,0,0,3,292,86,0.82,0,105,1,1,1,0,0,0,1,0,1,2,0,0,1,0,6,4.51,48.3,13.7,skipped
build-0259,2024-01-06T15:54:00,pipe-8cae3,86f0b8c51554a6bb8209382762c68a53418e8bc6,1,java,392.3,0,feature/analytics,0,0,1,35,527,196,0.9,1,76,12,1,1,1,0,0,0,0,1,3,0,0,1,0,15,6.6,85.6,26.3,failed
build-0260,2024-01-06T14:51:00,pipe-cf517,3f161bf8e399c92a2a40177fb77d49311b0795ff,0,python,252.8,0,feature/analytics,0,0,0,2,93,25,0.53,0,39,0,1,1,0,1,0,0,0,2,3,0,0,1,0,14,2.25,32.9,8.3,failed
build-0261,2024-01-06T14:27:00,pipe-5a79a,975d6f32ff415ca06e2d9851ad554392f307e420,0,python,62.8,0,release/v3.4.7,4,1,0,1,9,2,0.9,0,58,0,1,1,1,0,1,0,0,3,4,1,0,1,0,14,2.19,78.3,13.4,failed
build-0262,2024-01-06T15:22:00,pipe-0e489,b6a7098bc6ececceaa33e6d5446708e910b15ad0,4,android,1545.1,0,main,2,1,2,1,63,19,0.76,1,70,0,1,1,0,1,1,0,0,1,4,1,0,1,0,15,17.13,100.0,105.8,running
build-0263,2024-01-06T11:58:00,pipe-7dcd1,9725583259a031eefe947205dbb93e16b4ec9b39,0,python,77.5,1,hotfix/patch,3,0,1,1,535,178,0.81,1,50,0,1,1,0,0,0,0,0,1,2,0,0,1,0,11,3.1,55.8,10.1,success
build-0264,2024-01-06T05:24:00,pipe-eb99d,1311578a5a936cdd84d508f5bd5fd313db8ef915,2,nodejs,385.8,0,develop,1,0,1,2,5,1,0.81,0,124,0,1,1,0,0,0,0,0,1,2,0,0,1,0,5,3.42,58.5,8.7,skipped
build-0265,2024-01-06T21:21:00,pipe-f5915,5455a1ac248408efc8b5c23108ca250ae707f35f,0,python,46.1,1,feature/auth,0,0,2,2,48,21,0.61,1,40,0,1,1,1,0,0,0,0,1,3,0,0,1,0,21,3.15,69.1,16.8,skipped
build-0266,2024-01-06T11:03:00,pipe-b33cf,089f387b512230aac0c50dde85d7fa99740faa29,1,java,776.1,0,feature/ui,0,0,1,39,889,436,0.61,1,85,8,1,1,0,0,0,0,0,1,2,0,0,1,0,11,4.61,73.7,15.7,failed
build-0267,2024-01-06T21:57:00,pipe-2c075,760fc590cf5e85a813001668b97196b435636dc0,2,nodejs,682.7,0,main,2,1,0,34,480,82,0.82,0,148,14,1,1,1,1,1,0,0,1,5,1,0,0,0,21,5.9,85.7,90.6,success
build-0268,2024-01-06T03:34:00,pipe-491a2,3fe23cf6f74e986ec6bb653fe6b78715ffd6796e,3,react-native,1332.6,0,feature/fix,0,0,1,4,64,17,0.67,0,172,0,1,1,0,1,1,0,1,1,4,1,1,0,0,3,16.24,80.3,171.4,skipped
build-0269,2024-01-06T14:41:00,pipe-bc80f,06e16c3f7b278d95d688db8ceb081a444d1381a8,1,java,241.9,0,develop,1,0,2,46,1122,521,0.5,0,95,17,1,1,1,0,0,1,0,1,3,0,0,1,0,14,5.62,72.2,45.4,success
build-0270,2024-01-06T04:21:00,pipe-1cab4,d16c4ff90f048ca32cd2ce3e78603a2e823f4103,1,java,1737.7,1,feature/payment,0,0,0,45,865,159,0.7,0,73,14,1,1,1,0,0,0,0,2,3,0,0,1,0,4,6.09,88.3,25.9,success
build-0271,2024-01-06T11:38:00,pipe-05977,9c79a269524d228e1818d8fd24233a518ec1892a,4,android,3837.9,0,master,2,1,0,49,428,205,0.53,0,98,12,1,1,0,1,1,1,1,2,4,1,0,0,0,11,23.54,100.0,191.3,failed
build-0272,2024-01-06T13:29:00,pipe-73912,492631a3276fee01513d24ae1e68a8e5533577b9,4,android,1108.9,0,release/v1.6.9,4,1,0,50,1966,907,0.59,0,88,19,1,1,1,1,1,1,1,2,5,1,0,1,0,13,19.98,95.3,170.6,running
build-0273,2024-01-06T14:11:00,pipe-4218f,357bc1957f07089f0d37abde89a0348807ed1a3d,4,android,4140.5,0,feature/api,0,0,1,92,1632,357,0.78,0,80,20,1,1,1,0,0,0,1,1,3,0,0,0,0,14,22.8,93.2,188.5,failed
build-0274,2024-01-06T09:54:00,pipe-b5b11,7d59a8fb04d0a30b6600718a266d492e0469f06c,0,python,127.5,0,main,2,1,2,7,521,211,0.65,0,42,2,1,1,0,0,1,0,0,1,3,0,0,1,1,9,2.19,40.7,36.5,skipped
build-0275,2024-01-06T09:28:00,pipe-fda28,13ef6ef96e5aac2fc13bc952a3d15b2bcbe85a49,5,ios,2759.7,0,feature/db,0,1,2,12,612,91,0.83,1,66,1,1,1,0,1,0,0,0,1,3,1,0,1,0,9,13.72,100.0,59.4,failed
build-0276,2024-01-06T13:02:00,pipe-34eb7,dc5557e972e6afa378024ca295492cb07160f73a,4,android,3241.0,0,develop,1,0,1,2,700,299,0.81,1,127,0,1,0,1,1,1,1,0,1,4,0,0,1,0,13,18.35,90.3,73.0,running
build-0277,2024-01-06T13:50:00,pipe-5d435,1076a4b7a8ad41578285db496a64e85d055497a3,0,python,285.4,0,develop,1,0,2,3,88,30,0.52,0,47,1,1,1,0,0,1,1,0,1,3,1,0,1,0,13,4.5,79.7,23.5,running
build-0278,2024-01-06T11:48:00,pipe-cf19c,979d6bc666ec5e52bd818f47da5d8a08b27002d1,1,java,541.3,1,main,2,1,0,31,148,34,0.77,0,74,10,1,1,1,0,1,0,0,1,4,1,0,0,0,11,5.88,89.3,277.5,success
build-0279,2024-01-06T10:15:00,pipe-ad592,000b0c2df3eb1f7e1d5a48d2fdc539c3102ee05a,0,python,155.3,0,feature/api,0,0,0,4,87,36,0.84,0,56,1,1,1,1,0,0,0,0,1,3,0,0,1,0,10,2.62,41.9,25.0,failed
build-0280,2024-01-06T14:36:00,pipe-fe28d,599d7916ea1b744f7b9a9b013f511f250ee15538,4,android,4376.3,0,develop,1,0,0,27,493,149,0.69,0,79,5,1,1,0,1,0,0,1,1,3,0,0,1,0,14,17.09,90.9,73.8,failed
build-0281,2024-01-06T13:21:00,pipe-f472a,aaf6b44c649c6965706d95c5a850f272d19db6f9,0,python,245.8,0,feature/db,0,0,0,6,782,361,0.64,0,51,1,1,1,1,0,0,0,0,1,3,0,0,1,1,13,3.61,55.8,27.3,success
build-0282,2024-01-06T16:45:00,pipe-2af20,edc38d5168d9e50ea5be2c0531b981a13f765342,2,nodejs,13.3,0,hotfix/fix,3,0,2,3,948,142,0.92,1,173,1,1,1,1,0,0,0,0,2,3,0,0,1,0,16,4.31,66.3,10.2,failed
build-0283,2024-01-06T12:10:00,pipe-d4b5d,c81b69710189b24a6eaf0f0471fb622686b6c1e7,0,python,198.8,0,feature/search,0,1,0,11,17,2,0.54,0,46,3,1,1,0,0,0,0,0,1,2,1,0,1,0,12,2.95,37.3,20.3,skipped
build-0284,2024-01-06T18:27:00,pipe-d40fe,557b1f7fa1264a8d81a1a6312c9ed319b5386e79,5,ios,1646.3,0,feature/db,0,0,0,45,640,65,0.58,0,45,17,1,1,0,0,0,0,1,1,2,0,0,1,0,18,7.92,67.5,25.1,running
build-0285,2024-01-06T22:00:00,pipe-7110e,ce1842d81bd128140dfa645b75bf4f74bd194909,1,java,436.1,0,develop,1,0,0,56,350,46,0.54,1,59,8,1,0,1,0,1,1,0,1,3,1,0,1,0,22,4.94,74.6,45.4,skipped
build-0286,2024-01-06T16:44:00,pipe-8b916,a34047dbd8c1db9c6955974509487b8cf366dc1c,5,ios,2388.7,1,feature/auth,0,0,2,57,712,355,0.87,0,65,15,1,1,0,1,0,0,1,2,3,0,0,1,0,16,10.6,78.9,62.8,failed
build-0287,2024-01-06T07:50:00,pipe-14a50,e3128524e95f012e07ed9780d1402ed3f38bbbb8,2,nodejs,30.3,0,develop,1,0,0,21,22,7,0.89,0,171,7,1,1,0,0,1,0,0,2,3,0,0,1,0,7,2.08,47.0,8.2,failed
build-0288,2024-01-06T13:06:00,pipe-c78e2,c8d18a4df545416636fd3e64ad2a6ffd7d2c2789,0,python,430.0,0,feature/perf,0,0,1,30,177,81,0.93,0,51,6,1,1,1,0,1,0,0,1,4,1,0,1,0,13,2.51,73.0,20.9,skipped
build-0289,2024-01-06T16:51:00,pipe-91593,507a18f8fe5b2048b894b01131ac0a3ccab6e547,5,ios,1046.9,0,feature/api,0,0,1,50,142,50,0.67,0,68,13,1,1,0,0,0,0,0,2,2,0,0,1,0,16,9.49,71.9,45.0,running
build-0290,2024-01-06T13:18:00,pipe-5f59b,248b63028fd18b32ca46c96278e17ba5880b90d6,0,python,53.0,0,master,2,1,2,25,438,99,0.66,0,58,7,1,1,0,0,1,1,0,2,3,0,0,1,1,13,5.51,71.7,47.9,success
build-0291,2024-01-06T03:49:00,pipe-13354,42d801ee63d76b6e7af7a2b3b7fdf7478d51fcfd,2,nodejs,126.5,0,master,2,1,2,14,511,110,0.93,1,177,2,1,1,0,0,1,1,0,3,3,0,0,0,0,3,4.15,81.0,67.0,failed
build-0292,2024-01-06T13:44:00,pipe-3a80b,d0d62a1ca31bfb496e96a1daaf0a3eb0cd2acca5,5,ios,967.4,0,master,2,1,1,2,94,41,0.68,1,69,0,1,1,1,1,1,0,1,2,5,0,0,1,0,13,16.05,100.0,123.5,skipped
build-0293,2024-01-06T23:44:00,pipe-f1570,8590a28e9c156513f85d583525f32d50de810521,1,java,475.4,0,main,2,1,0,3,65,11,0.52,0,87,0,1,1,1,0,1,0,0,1,4,1,0,1,1,23,8.86,99.7,64.7,failed
build-0294,2024-01-06T15:45:00,pipe-d49eb,1249bf42551cb76b39190fffb9ce18b64c609a46,0,python,433.8,0,release/v4.1.14,4,1,0,31,285,107,0.54,0,46,13,1,1,0,0,1,1,0,2,3,1,0,1,0,15,5.11,67.8,17.3,success
build-0295,2024-01-06T10:05:00,pipe-9eeb2,ea71a1d26a90824f3c0e14343a5fb126e1b34952,2,nodejs,330.2,0,main,2,1,2,1,28,12,0.81,1,145,0,1,1,0,0,1,0,0,3,3,1,0,1,0,10,2.29,36.1,10.5,running
build-0296,2024-01-06T11:22:00,pipe-e0667,4413d7a082ff27f80aff089ac5b2f5f5d63be9ab,3,react-native,461.7,0,hotfix/bug,3,1,1,46,1251,394,0.59,1,238,10,1,0,1,0,0,0,1,1,2,1,0,1,0,11,13.74,93.1,122.8,success
build-0297,2024-01-06T10:35:00,pipe-a940d,2b8112d6990f2951231db7ce121954e7c581c60d,4,android,1349.3,0,feature/fix,0,1,1,3,77,27,0.87,0,95,0,1,0,1,1,1,0,0,1,4,1,0,0,0,10,19.92,97.7,102.0,skipped
build-0298,2024-01-06T11:11:00,pipe-ed1e4,fc0a80620182d16c912ef78bafdff569f875ecfe,1,java,1823.0,0,develop,1,1,1,52,1012,139,0.66,0,69,12,1,1,0,0,1,0,0,1,3,0,0,1,0,11,3.3,59.2,23.7,running
build-0299,2024-01-06T13:27:00,pipe-62fab,60405f911ebf0ede49153262eada691a9d200f78,0,python,270.5,0,develop,1,0,0,24,729,299,0.81,0,48,6,1,1,0,0,1,0,0,1,3,1,0,1,0,13,1.71,44.1,6.2,skipped
build-0300,2024-01-06T16:58:00,pipe-3c9e5,fbeec8b98446227dd7c6a5224f8f1616a4a22c50,3,react-native,985.0,0,main,2,1,0,64,31,15,0.69,0,227,18,1,1,1,1,1,1,1,1,5,0,0,1,0,16,14.12,100.0,220.9,running
build-0301,2024-01-07T10:58:00,pipe-2374d,607ddb39b5735f0de3299499fb1e0084246c0c1d,2,nodejs,432.1,0,develop,1,0,0,34,930,176,0.53,0,151,0,1,0,0,0,0,0,0,1,1,0,0,0,0,10,2.9,32.7,18.1,running
build-0302,2024-01-07T14:07:00,pipe-61340,acea21fdc4d1dcbdacab60515e2eb6955147b7d6,1,java,615.6,0,main,2,1,1,32,127,30,0.78,0,72,4,1,1,1,0,1,1,0,3,4,0,1,0,0,14,9.09,75.4,122.5,failed
build-0303,2024-01-07T08:35:00,pipe-5c546,ee11ce4f0d5a80fa3e1b66fb1f6dd5dfd489efda,4,android,1207.9,0,master,2,1,2,2,19,3,0.52,0,114,0,1,1,1,1,1,0,1,2,5,1,0,1,0,8,13.92,96.1,144.5,skipped
build-0304,2024-01-07T17:09:00,pipe-b0ad3,5a39f73c8956582b12e682adc328c54bd5d8f0d8,0,python,169.2,0,main,2,1,2,2,11,4,0.65,0,57,0,1,1,1,0,1,0,0,1,4,0,0,1,0,17,2.87,65.6,30.3,running
build-0305,2024-01-07T11:14:00,pipe-f6a8a,56e8b1e535cf2753c9f11684967b6c3be4678380,0,python,497.2,0,release/v3.1.8,4,1,0,1,21,5,0.62,1,39,0,1,1,1,0,1,0,0,3,4,1,0,0,0,11,2.05,54.0,73.4,skipped
build-0306,2024-01-07T12:51:00,pipe-82125,95dfe20f416db2fcd0c7aa9316aedeb797f9b813,1,java,1305.6,0,feature/auth,0,0,0,3,65,13,0.77,0,68,0,1,1,1,0,0,1,0,1,3,0,1,0,0,12,6.26,63.3,158.3,success
build-0307,2024-01-07T10:56:00,pipe-ae45a,ca833d62bba751ee0d2faa7583e2aeac03f528fa,1,java,514.6,0,master,2,1,1,60,212,27,0.75,0,90,26,1,1,1,1,1,0,0,1,5,1,0,1,1,10,5.55,100.0,38.5,running
build-0308,2024-01-07T12:48:00,pipe-04df4,db20d9db5adc7797338564e05bb591b0d187f622,0,python,448.5,0,feature/mobile,0,0,1,5,12,5,0.81,0,46,1,1,1,0,1,0,0,0,1,3,0,0,1,0,12,2.74,59.1,4.8,skipped
build-0309,2024-01-07T20:41:00,pipe-7030f,12d1a359b52e5009b59d4ea0a7662f6633761484,3,react-native,887.3,0,feature/fix,0,0,1,22,468,55,0.61,1,157,9,1,1,1,0,0,0,1,1,3,0,0,1,0,20,17.42,80.4,101.3,running
build-0310,2024-01-07T13:49:00,pipe-e566d,1035810a407f668507058ba78ab7d3b79a936924,2,nodejs,11.1,0,hotfix/fix,3,0,1,1,848,205,0.83,0,128,0,1,1,1,1,0,0,0,2,4,0,0,1,0,13,4.06,76.4,36.7,skipped
build-0311,2024-01-07T08:43:00,pipe-3c228,82f6a947ce5f6bef3f64443c22cfb035678384e3,5,ios,2842.4,0,master,2,1,2,4,52,8,0.72,0,58,1,1,1,0,1,1,0,1,1,4,1,0,1,1,8,11.01,100.0,224.9,success
build-0312,2024-01-07T16:21:00,pipe-394e2,74f2527e2c22f50ef60133274952e196ae3769b9,0,python,218.9,0,main,2,1,0,3,140,27,0.54,1,53,0,1,1,1,0,1,1,0,1,4,1,0,1,0,16,5.9,90.5,20.3,success
build-0313,2024-01-07T15:07:00,pipe-22078,c0f431fb8cb47ef4f77dcc3d584008ed20325fa4,1,java,1147.6,0,feature/api,0,0,1,4,23,2,0.6,0,74,1,1,1,1,0,1,0,0,1,4,1,1,0,0,15,6.17,87.7,166.6,running
build-0314,2024-01-07T11:50:00,pipe-327be,e7ed0f21a5a4a9034c9aef3d5062503c2a444d0b,1,java,746.8,0,master,2,1,0,44,627,219,0.63,0,69,13,1,1,0,0,1,0,0,1,3,1,0,1,0,11,4.11,66.7,39.8,failed
build-0315,2024-01-07T08:24:00,pipe-a8ad8,d47d558405dde038af4089330d6aebaf3c0ea127,2,nodejs,125.8,0,feature/api,0,0,1,23,331,98,0.72,0,159,7,1,1,0,0,0,1,0,1,2,0,0,1,0,8,2.41,73.3,18.8,success
build-0316,2024-01-07T12:09:00,pipe-ebc5e,5efe2b86057ae565046c1b5de5a07c2f1d122bcd,0,python,272.7,0,feature/mobile,0,0,1,5,65,31,0.91,1,45,2,1,1,0,0,0,0,0,1,2,0,0,1,0,12,2.73,54.6,6.2,failed
build-0317,2024-01-07T22:47:00,pipe-6be36,7bbbb6a05330a708468f3111a4203c2aba740281,0,python,216.3,0,develop,1,0,1,5,25,2,0.66,1,37,1,1,1,0,0,0,1,0,2,2,0,0,1,0,22,5.44,54.5,13.5,failed
build-0318,2024-01-07T14:08:00,pipe-2f185,79c5fa91401bbf00aab9b3ddc6efd461b9bc827e,0,python,240.4,0,master,2,1,0,30,572,219,0.62,0,44,6,1,1,0,1,1,1,0,1,4,1,0,1,0,14,5.79,66.9,16.6,running
build-0319,2024-01-07T14:35:00,pipe-6f109,c9d5f981ba8f2c92d20b7ffd27b7a2c050675e2a,3,react-native,632.7,0,release/v1.3.12,4,1,0,1,18,2,0.77,0,143,0,1,1,0,0,1,0,1,2,3,0,0,1,0,14,12.26,98.7,60.5,skipped
build-0320,2024-01-07T16:30:00,pipe-6bf86,b0b8192fa1d4e584c5832ee7a2a14daa1ee0663a,2,nodejs,781.6,0,feature/ui,0,0,0,4,97,23,0.56,0,134,1,1,1,0,1,0,0,0,1,3,0,0,0,0,16,6.01,72.6,61.1,skipped
build-0321,2024-01-07T05:04:00,pipe-505e5,42a35ca1fdc31922c056356e7a41f0c3465c561f,0,python,344.4,0,feature/db,0,0,0,22,463,191,0.65,0,60,6,1,1,0,0,1,0,0,1,3,0,0,0,0,5,2.78,53.2,21.6,running
build-0322,2024-01-07T12:02:00,pipe-01904,5b1530fd4dc5fd436dedce3323089d197447addc,2,nodejs,21.8,0,feature/perf,0,1,2,2,95,38,0.62,0,128,0,1,1,0,0,0,0,0,1,2,0,0,1,0,12,3.13,40.2,5.7,running
build-0323,2024-01-07T10:29:00,pipe-ad637,74c23b70a151431880b1fc93e665e901ad89a343,4,android,4299.3,0,master,2,1,1,83,126,49,0.61,0,70,33,1,1,1,0,1,0,1,2,4,1,0,0,0,10,15.49,95.3,154.5,running
build-0324,2024-01-07T14:55:00,pipe-4d219,097e521634673e6a211701b6af58bcddabd6f9c0,3,react-native,622.8,1,release/v4.1.2,4,1,1,1,74,12,0.71,0,178,0,1,1,1,1,1,0,1,2,5,0,0,1,0,14,12.39,100.0,200.8,failed
build-0325,2024-01-07T08:00:00,pipe-b6471,888810f5004f188e15f3b7f9c3f7dcf370d66dbf,2,nodejs,512.2,1,feature/fix,0,0,1,49,309,51,0.66,0,147,17,1,1,0,0,0,0,0,1,2,0,0,1,0,8,2.31,54.4,8.9,success
build-0326,2024-01-07T11:34:00,pipe-089f2,816cbe685e563e948cc8115b8bace4eff2fdef2f,3,react-native,2037.1,0,feature/ui,0,1,1,53,548,168,0.5,0,239,9,1,1,0,0,0,0,1,1,2,0,0,1,0,11,13.59,100.0,64.3,skipped
build-0327,2024-01-07T17:24:00,pipe-8444f,a415f88c1eca5b0bbd6c0ea74f38c0269e3f2c05,3,react-native,2861.9,0,feature/ui,0,0,1,70,882,272,0.84,1,161,19,1,1,1,0,1,0,1,1,4,0,0,1,0,17,11.42,86.9,82.1,success
build-0328,2024-01-07T17:24:00,pipe-da947,7fb8c45be0829be434860a77458f32fd52ebb4c9,0,python,320.7,0,develop,1,0,0,7,653,181,0.76,1,43,0,1,0,0,1,1,0,0,1,3,0,0,1,0,17,1.13,20.6,4.7,success
build-0329,2024-01-07T06:52:00,pipe-081c6,e7222d00dd6ee68b897a9d6dd32f4ab03420c66f,2,nodejs,637.1,0,hotfix/bug,3,0,1,27,694,136,0.91,0,106,0,1,0,0,0,0,0,0,1,1,0,0,1,0,6,1.31,31.2,4.3,failed
build-0330,2024-01-07T14:10:00,pipe-9647c,601572b4a04f003c5bbc426a08f384ad7111dc35,3,react-native,2979.2,1,feature/api,0,0,2,41,1069,174,0.6,0,155,7,1,0,1,0,0,0,0,1,2,0,0,1,0,14,12.78,71.8,75.0,success
build-0331,2024-01-07T06:55:00,pipe-cd230,a107fd2d74d3cfcf5df9a9cf14a28013791787ff,0,python,15.7,0,feature/login,0,1,0,15,309,54,0.88,0,59,3,1,1,0,0,0,0,0,1,2,0,0,1,1,6,1.68,39.9,10.3,running
build-0332,2024-01-07T11:22:00,pipe-87feb,b5b1727b1ab1ead8efac671d4e28f21b41f33454,5,ios,410.5,0,main,2,1,0,14,869,217,0.64,0,71,2,1,1,1,1,1,0,0,2,5,1,0,1,0,11,12.85,85.6,126.8,running
build-0333,2024-01-07T23:25:00,pipe-b04d2,f27e0f52edf8f1b0aa4812bdfffebdda3ebdc2c3,2,nodejs,135.1,0,develop,1,0,2,9,279,58,0.59,1,168,3,1,0,1,1,1,0,0,1,4,1,0,1,0,23,5.87,80.2,23.7,failed
build-0334,2024-01-07T15:32:00,pipe-bece7,ca0f6a4d48c3b1ed536478f98d7ae42a0ab4109f,4,android,4447.8,0,feature/ui,0,0,2,3,84,12,0.67,1,91,1,1,1,0,0,0,0,0,2,2,0,0,1,0,15,9.1,72.6,32.5,skipped
build-0335,2024-01-07T15:56:00,pipe-242b8,c5fbf86535a1c1a98b6892d8382755892b03698d,1,java,273.6,0,hotfix/urgent,3,0,2,51,668,306,0.75,0,84,15,1,1,1,0,1,1,0,1,4,1,0,1,0,15,4.41,68.3,46.9,success
build-0336,2024-01-07T14:02:00,pipe-d57d3,aca915caadc842e9b91cda59a1f3ac552b5639d6,1,java,872.4,0,feature/cache,0,0,0,16,1190,129,0.51,0,83,2,1,1,1,0,0,0,0,2,3,0,0,1,0,14,5.85,63.9,48.8,skipped
build-0337,2024-01-07T07:20:00,pipe-2c0cf,15eb92f92ada2981346374deb49b5d351fac1d10,1,java,81.7,0,release/v1.5.20,4,1,1,30,1020,448,0.94,1,73,10,1,1,1,0,1,1,0,1,4,1,0,1,0,7,4.12,70.7,20.7,success
build-0338,2024-01-07T14:30:00,pipe-b3c82,81dfa41fb495a9fed82041a0e0f7678ea4173799,4,android,1036.7,0,release/v2.2.2,4,1,0,3,47,17,0.86,0,111,1,1,1,0,0,1,0,0,2,3,0,1,0,1,14,13.35,95.5,179.1,failed
